Name,NetWorth,Country,Source,Rank,Age,Industry
Stefan Olsson,$1.9 B,Sweden,diversified,1664,72.0,Diversified
Peng Yongdong,$1.9 B,China,real estate,1664,41.0,Real Estate
Olivier Pomel,$1.9 B,France,cloud computing,1664,44.0,Technology
Larry Robbins,$1.9 B,United States,hedge funds,1664,51.0,Finance & Investments
Brian Roberts,$1.9 B,United States,Comcast,1664,61.0,Media & Entertainment
Christopher Rokos,$1.9 B,United Kingdom,hedge fund,1664,50.0,Finance & Investments
S.D. Shibulal,$1.9 B,India,software services,1664,66.0,Technology
Evgeny (Eugene) Shvidler,$1.9 B,United States,"oil & gas, investments",1664,57.0,Energy
Frank Slootman,$1.9 B,United States,software,1664,62.0,Technology
Sergio Stevanato,$1.9 B,Italy,medical packaging,1664,78.0,Healthcare
Kevin Systrom,$1.9 B,United States,Instagram,1664,37.0,Technology
Tan Lili,$1.9 B,China,feed,1664,,Food & Beverage
David Teoh & family,$1.9 B,Australia,telecom,1664,65.0,Telecom
Patrizio Vinciarelli,$1.9 B,United States,electronic components,1664,74.0,Technology
Todd Wagner,$1.9 B,United States,online media,1664,60.0,Media & Entertainment
Wan Long,$1.9 B,China,food,1664,80.0,Food & Beverage
Wang Jian,$1.9 B,China,healthcare services,1664,67.0,Technology
Wang Jilei,$1.9 B,China,logistics,1664,56.0,Logistics
Wang Junshi & family,$1.9 B,China,solar energy,1664,72.0,Manufacturing
Wei Yin-Chun,$1.9 B,Taiwan,"food, beverages",1664,64.0,Food & Beverage
Wei Yin-Heng,$1.9 B,Taiwan,"food, beverages",1664,62.0,Food & Beverage
Stephen Winn,$1.9 B,United States,real estate services,1664,74.0,Real Estate
Gordon Wu,$1.9 B,Hong Kong,real estate,1664,85.0,Real Estate
Yang Xuegang,$1.9 B,China,coking,1664,56.0,Manufacturing
Yu Huijiao,$1.9 B,China,package delivery,1664,55.0,Logistics
Zeng Kaitian,$1.9 B,China,online games,1664,46.0,Technology
Changpeng Zhao,$1.9 B,China,cryptocurrency exchange,1664,45.0,Finance & Investments
Zhu Xingliang,$1.9 B,China,construction,1664,61.0,Construction & Engineering
Zhu Yiwen & family,$1.9 B,China,healthcare,1664,,Healthcare
Anita Zucker,$1.9 B,United States,chemicals,1664,69.0,Manufacturing
Mohamed Al Fayed,$1.8 B,Egypt,"retail, investments",1750,92.0,Fashion & Retail
Leslie Alexander,$1.8 B,United States,sports team,1750,77.0,Sports
Joachim Ante,$1.8 B,Germany,game software,1750,38.0,Technology
Roman Avdeev,$1.8 B,Russia,"banking, development",1750,53.0,Finance & Investments
Arun Bharat Ram,$1.8 B,India,chemicals,1750,80.0,Manufacturing
O. Francis Biondi,$1.8 B,United States,hedge funds,1750,56.0,Finance & Investments
John Bloor,$1.8 B,United Kingdom,"real estate, manufacturing",1750,77.0,Diversified
Vladimir Bogdanov,$1.8 B,Russia,oil,1750,69.0,Energy
David Booth,$1.8 B,United States,mutual funds,1750,75.0,Finance & Investments
Cai Mingtong,$1.8 B,China,electronic components,1750,69.0,Technology
Yvon Chouinard,$1.8 B,United States,Patagonia,1750,82.0,Fashion & Retail
Jack Cockwell,$1.8 B,Canada,"real estate, private equity",1750,80.0,Finance & Investments
Kommer Damen,$1.8 B,Netherlands,shipbuilding,1750,77.0,Manufacturing
D. Leopoldo Del Pino,$1.8 B,Spain,construction,1750,58.0,Construction & Engineering
Jamie Dimon,$1.8 B,United States,banking,1750,65.0,Finance & Investments
Robert Duggan,$1.8 B,United States,pharmaceuticals,1750,76.0,Healthcare
Faruk Eczacibasi,$1.8 B,Turkey,"pharmaceuticals, diversified",1750,66.0,Diversified
N. Murray Edwards,$1.8 B,Canada,oil & gas,1750,61.0,Energy
Anthony Eisen,$1.8 B,Australia,fintech,1750,49.0,Finance & Investments
Ali Erdemoglu,$1.8 B,Turkey,carpet,1750,61.0,Manufacturing
James France,$1.8 B,United States,"Nascar, racing",1750,76.0,Sports
Mario Gabelli,$1.8 B,United States,money management,1750,79.0,Finance & Investments
Reinold Geiger,$1.8 B,Austria,beauty products,1750,73.0,Fashion & Retail
Rolf Gerling,$1.8 B,Germany,insurance,1750,66.0,Finance & Investments
Ali Ghodsi,$1.8 B,Sweden,data analytics,1750,42.0,Technology
Carl Hansen,$1.8 B,Canada,biotech,1750,47.0,Healthcare
He Xinming family,$1.8 B,China,ceramic,1750,65.0,Manufacturing
William Heinecke,$1.8 B,Thailand,hotels,1750,71.0,Real Estate
Brian Higgins,$1.8 B,United States,hedge funds,1750,56.0,Finance & Investments
David Hindawi,$1.8 B,United States,software,1750,76.0,Technology
Drew Houston,$1.8 B,United States,cloud storage service,1750,38.0,Technology
Thomas James,$1.8 B,United States,finance,1750,78.0,Finance & Investments
Stephen Jarislowsky,$1.8 B,Canada,money management,1750,95.0,Finance & Investments
Jin Huiming,$1.8 B,China,real estate,1750,68.0,Real Estate
Willis Johnson,$1.8 B,United States,damaged cars,1750,73.0,Automotive
Dmitry Kamenshchik,$1.8 B,Russia,airport,1750,52.0,Service
Ihor Kolomoyskyy,$1.8 B,Ukraine,"banking, investments",1750,58.0,Diversified
Marc Lasry,$1.8 B,United States,hedge funds,1750,60.0,Finance & Investments
Lee Boo-jin,$1.8 B,South Korea,Samsung,1750,50.0,Service
Lei Jufang,$1.8 B,China,pharmaceuticals,1750,68.0,Healthcare
Wolfgang Leitner,$1.8 B,Austria,engineering,1750,68.0,Construction & Engineering
Li Rucheng,$1.8 B,China,apparel,1750,69.0,Fashion & Retail
Vincent Lo,$1.8 B,Hong Kong,real estate,1750,72.0,Real Estate
Juan Lopez-Belmonte Lopez & family,$1.8 B,Spain,pharmacueticals,1750,,Healthcare
Lv Dalong,$1.8 B,China,telecom services,1750,59.0,Telecom
Joao Roberto Marinho,$1.8 B,Brazil,media,1750,67.0,Media & Entertainment
Jose Roberto Marinho,$1.8 B,Brazil,media,1750,65.0,Media & Entertainment
Roberto Irineu Marinho,$1.8 B,Brazil,media,1750,73.0,Media & Entertainment
Miao Shouliang,$1.8 B,China,real estate,1750,66.0,Real Estate
Romano Minozzi,$1.8 B,Italy,"utilities, diversified",1750,86.0,Diversified
Nick Molnar,$1.8 B,Australia,fintech,1750,30.0,Finance & Investments
Oei Hong Leong,$1.8 B,Singapore,investments,1750,73.0,Finance & Investments
Kazuo Okada,$1.8 B,Japan,casinos,1750,78.0,Gambling & Casinos
John Oyler,$1.8 B,United States,biotech,1750,53.0,Healthcare
Husnu Ozyegin,$1.8 B,Turkey,"finance, diversified",1750,76.0,Finance & Investments
Tor Peterson,$1.8 B,United States,commodities,1750,56.0,Metals & Mining
Jorge Pinheiro Koren de Lima,$1.8 B,Brazil,"hospitals, health insurance",1750,48.0,Healthcare
Candido Pinheiro Koren de Lima Junior,$1.8 B,Brazil,"hospitals, health insurance",1750,50.0,Healthcare
Pu Zhongjie & family,$1.8 B,China,medical equipment,1750,58.0,Healthcare
Qin Long,$1.8 B,China,tire,1750,55.0,Manufacturing
Alvaro Saieh Bendeck,$1.8 B,Chile,banking,1750,71.0,Finance & Investments
Glenn Sanford,$1.8 B,United States,real estate brokerage,1750,54.0,Real Estate
Leonard Schleifer,$1.8 B,United States,pharmaceuticals,1750,68.0,Healthcare
Shang Xiaobo & family,$1.8 B,China,Manufacturing,1750,47.0,Manufacturing
Shi Wen-long,$1.8 B,Taiwan,plastics,1750,93.0,Manufacturing
Shi Yifeng,$1.8 B,China,medical cosmetics,1750,47.0,Healthcare
Sergei Studennikov,$1.8 B,Russia,"liquor stores, supermarkets",1750,54.0,Fashion & Retail
Sun Guangxin,$1.8 B,China,diversified,1750,58.0,Diversified
Henry Swieca,$1.8 B,United States,hedge funds,1750,63.0,Finance & Investments
Tan Yu Yeh,$1.8 B,Malaysia,retail,1750,50.0,Fashion & Retail
Torbjorn Tornqvist,$1.8 B,Sweden,oil trading,1750,67.0,Energy
Martin Viessmann,$1.8 B,Germany,heating and cooling equipment,1750,67.0,Manufacturing
Wang Lizhan,$1.8 B,China,sauce,1750,,Food & Beverage
Wei Lidong & family,$1.8 B,China,software,1750,45.0,Technology
Kanye West,$1.8 B,United States,"music, sneakers",1750,43.0,Fashion & Retail
Wu Bo,$1.8 B,China,machinery,1750,66.0,Manufacturing
Wu Kaiting,$1.8 B,Hong Kong,electronics,1750,51.0,Telecom
Wu Xushun & family,$1.8 B,China,internet,1750,72.0,Diversified
Xu Guozhong & family,$1.8 B,China,Motors,1750,57.0,Manufacturing
Yang Tingdong,$1.8 B,China,brewery,1750,60.0,Food & Beverage
Zhang Xuexin & family,$1.8 B,China,aluminum,1750,73.0,Metals & Mining
Zhang Yubai,$1.8 B,China,wine,1750,56.0,Food & Beverage
Zhao Weiguo,$1.8 B,China,IT products,1750,54.0,Technology
Chirayu Amin,$1.7 B,India,pharmaceuticals,1833,74.0,Healthcare
Marc Andreessen,$1.7 B,United States,venture capital investing,1833,49.0,Finance & Investments
Vasily Anisimov,$1.7 B,Russia,real estate,1833,69.0,Metals & Mining
Sabrina Benetton,$1.7 B,Italy,"fashion retail, investments",1833,47.0,Fashion & Retail
Nicolas Berggruen,$1.7 B,United States,investments,1833,59.0,Finance & Investments
Alex Birkenstock,$1.7 B,Germany,shoes,1833,52.0,Fashion & Retail
Christian Birkenstock,$1.7 B,Germany,shoes,1833,48.0,Fashion & Retail
Henadiy Boholyubov,$1.7 B,Ukraine,"banking, investments",1833,59.0,Diversified
Peter Buck,$1.7 B,United States,Subway sandwich shops,1833,90.0,Food & Beverage
Saket Burman,$1.7 B,United Kingdom,consumer goods,1833,44.0,Food & Beverage
Stewart Butterfield,$1.7 B,Canada,messaging software,1833,48.0,Technology
Giuliana Caprotti,$1.7 B,Italy,supermarkets,1833,80.0,Food & Beverage
Marina Caprotti,$1.7 B,Italy,supermarkets,1833,43.0,Food & Beverage
R.G. Chandramogan,$1.7 B,India,dairy,1833,72.0,Food & Beverage
Richard Chang,$1.7 B,Taiwan,"real estate, electronics",1833,74.0,Real Estate
Chao Teng-hsiung,$1.7 B,Taiwan,real estate,1833,76.0,Real Estate
Chen Guoxiang & family,$1.7 B,China,real estate,1833,70.0,Real Estate
Tony Chen,$1.7 B,Taiwan,electronics,1833,71.0,Technology
Chen Wenyuan & family,$1.7 B,China,testing equipment,1833,53.0,Technology
Chen Xueling,$1.7 B,China,stationery,1833,53.0,Manufacturing
Cheng Xianfeng,$1.7 B,China,pharmaceuticals,1833,52.0,Healthcare
Daniel Chiu,$1.7 B,Hong Kong,oil & gas,1833,60.0,Energy
Ivan Chrenko,$1.7 B,Slovakia,real estate,1833,53.0,Real Estate
Brunello Cucinelli & family,$1.7 B,Italy,fashion,1833,67.0,Fashion & Retail
Alexandra Daitch,$1.7 B,United States,Cargill,1833,58.0,Food & Beverage
Henry Engelhardt,$1.7 B,United States,insurance,1833,63.0,Finance & Investments
Philip Fayer,$1.7 B,Canada,online payments,1833,,Finance & Investments
David Feffer,$1.7 B,Brazil,pulp and paper,1833,64.0,Manufacturing
Paul Foster,$1.7 B,United States,oil refining,1833,63.0,Energy
Bernd Freier,$1.7 B,Germany,fashion retail,1833,64.0,Fashion & Retail
Robert Friedland,$1.7 B,United States,mining,1833,70.0,Metals & Mining
Giammaria Giuliani,$1.7 B,Switzerland,pharmaceuticals,1833,43.0,Healthcare
G. Gnanalingam,$1.7 B,Malaysia,ports,1833,76.0,Logistics
Christopher Goldsbury,$1.7 B,United States,salsa,1833,78.0,Food & Beverage
Said Gutseriev,$1.7 B,Russia,"oil, retail",1833,32.0,Energy
Chang-Woo Han & family,$1.7 B,Japan,pachinko parlors,1833,90.0,Gambling & Casinos
John Hancock,$1.7 B,Australia,mining,1833,45.0,Metals & Mining
Patrick Hanrahan,$1.7 B,United States,software,1833,65.0,Technology
Christoph Henkel,$1.7 B,Germany,consumer goods,1833,63.0,Fashion & Retail
Anurang Jain,$1.7 B,India,auto parts,1833,59.0,Manufacturing
Devendra Jain,$1.7 B,India,chemicals,1833,92.0,Manufacturing
Jia Tianjiang & family,$1.7 B,China,non-ferrous metals,1833,58.0,Metals & Mining
Eric Jing,$1.7 B,China,e-commerce,1833,48.0,Technology
Chatchai Kaewbootta,$1.7 B,Thailand,auto loans,1833,69.0,Finance & Investments
Sergei Katsiev,$1.7 B,Russia,"retail, wholesale",1833,63.0,Fashion & Retail
Kim Sang-yeol,$1.7 B,South Korea,construction,1833,60.0,Construction & Engineering
Kagemasa Kozuki,$1.7 B,Japan,video games,1833,80.0,Technology
Edward Lampert,$1.7 B,United States,Sears,1833,58.0,Finance & Investments
Lee Joon-ho,$1.7 B,South Korea,online games,1833,56.0,Technology
Lee Seo-hyun,$1.7 B,South Korea,Samsung,1833,47.0,Diversified
Jimmy John Liautaud,$1.7 B,United States,sandwich chain,1833,57.0,Food & Beverage
David Lichtenstein,$1.7 B,United States,real estate,1833,59.0,Real Estate
Bill Liu,$1.7 B,China,electronics,1833,38.0,Technology
Lu Di,$1.7 B,China,drones,1833,,Technology
Ma Xiuhui,$1.7 B,China,LED lighting,1833,50.0,Manufacturing
Sarah MacMillan,$1.7 B,United States,Cargill,1833,67.0,Food & Beverage
Yves-Loic Martin,$1.7 B,France,laboratory services,1833,55.0,Healthcare
Todd McKinnon,$1.7 B,United States,software,1833,49.0,Technology
Shalom Meckenzie,$1.7 B,Israel,★,1833,44.0,Gambling & Casinos
Gary Michelson,$1.7 B,United States,medical patents,1833,72.0,Healthcare
Narendrakumar Parekh,$1.7 B,India,adhesives,1833,82.0,Manufacturing
Jorge Perez,$1.7 B,United States,real estate,1833,71.0,Real Estate
Markus Persson,$1.7 B,Sweden,computer games,1833,41.0,Media & Entertainment
Nicholas Pritzker,$1.7 B,United States,"hotels, investments",1833,77.0,Finance & Investments
Theodore Rachmat,$1.7 B,Indonesia,diversified,1833,77.0,Diversified
Megdet Rahimkulov & family,$1.7 B,Russia,investments,1833,75.0,Finance & Investments
Jerry Reinsdorf,$1.7 B,United States,sports teams,1833,85.0,Sports
Mochtar Riady & family,$1.7 B,Indonesia,diversified,1833,91.0,Diversified
Bianca Rinehart,$1.7 B,Australia,mining,1833,44.0,Metals & Mining
Ginia Rinehart,$1.7 B,Australia,mining,1833,34.0,Metals & Mining
Fernando Roig,$1.7 B,Spain,supermarkets,1833,73.0,Fashion & Retail
Sheryl Sandberg,$1.7 B,United States,Facebook,1833,51.0,Technology
Andres Santo Domingo,$1.7 B,United States,beer,1833,42.0,Food & Beverage
Ivan Savvidis,$1.7 B,Russia,agribusiness,1833,62.0,Diversified
Shao Genhuo,$1.7 B,China,agribusiness,1833,55.0,Food & Beverage
Shao Qinxiang,$1.7 B,China,diversified,1833,66.0,Manufacturing
Rajju Shroff,$1.7 B,India,agrochemicals,1833,87.0,Manufacturing
Lucy Stitzer,$1.7 B,United States,Cargill,1833,61.0,Food & Beverage
Djoko Susanto,$1.7 B,Indonesia,supermarkets,1833,71.0,Fashion & Retail
Peter Szulczewski,$1.7 B,Canada,e-commerce,1833,39.0,Technology
Vonnarat Tangkaravakoon,$1.7 B,Thailand,"wire & cables, paints",1833,49.0,Manufacturing
Ion Tiriac,$1.7 B,Romania,"banking, insurance",1833,81.0,Finance & Investments
Robert Toennies,$1.7 B,Germany,meat processing,1833,42.0,Food & Beverage
Tung Ching Sai,$1.7 B,China,manufacturing,1833,56.0,Manufacturing
Pavel Tykac,$1.7 B,Czechia,coal mines,1833,56.0,Metals & Mining
Rufino Vigil Gonzalez,$1.7 B,Mexico,steel,1833,72.0,Metals & Mining
Wang Junmin,$1.7 B,China,pharmaceuticals,1833,52.0,Healthcare
Wang Yanqing & family,$1.7 B,China,carbon fiber products,1833,74.0,Manufacturing
Charlotte Colket Weber,$1.7 B,United States,Campbell Soup,1833,78.0,Food & Beverage
Hope Welker,$1.7 B,Australia,mining,1833,35.0,Metals & Mining
Wu Ying,$1.7 B,China,materials,1833,56.0,Manufacturing
Wu Yulan,$1.7 B,China,pharmaceuticals,1833,51.0,Healthcare
Xie Weitong,$1.7 B,Taiwan,cobalt,1833,64.0,Metals & Mining
Xu Xudong & family,$1.7 B,China,auto parts,1833,51.0,Automotive
Yang Yunyun,$1.7 B,China,retail,1833,44.0,Fashion & Retail
Ye Yanqiao,$1.7 B,China,soy sauce,1833,51.0,Food & Beverage
Zeng Chaoyi,$1.7 B,China,aluminum products,1833,52.0,Manufacturing
Zhang Guiping & family,$1.7 B,China,real estate,1833,69.0,Real Estate
Faisal Bin Qassim Al Thani,$1.6 B,Qatar,"hotels, diversified",1931,73.0,Diversified
Patricia Angelini Rossi,$1.6 B,Chile,"forestry, mining",1931,67.0,Diversified
Lesley Bamberger,$1.6 B,Netherlands,real estate,1931,55.0,Real Estate
William Boyd,$1.6 B,United States,"casinos, banking",1931,89.0,Gambling & Casinos
Bernhard Braun-Luedicke,$1.6 B,Germany,medical technology,1931,44.0,Healthcare
Eva Maria Braun-Luedicke,$1.6 B,Germany,medical technology,1931,34.0,Healthcare
Friederike Braun-Luedicke,$1.6 B,Germany,medical technology,1931,37.0,Healthcare
Amit Burman,$1.6 B,India,consumer goods,1931,51.0,Food & Beverage
Jean-Pierre Cayard,$1.6 B,France,spirits,1931,78.0,Food & Beverage
Chen Kaichen,$1.6 B,China,household chemicals,1931,,Manufacturing
Chen Qiongxiang,$1.6 B,China,batteries,1931,,Energy
Chen Xuehua,$1.6 B,China,nonferrous,1931,60.0,Metals & Mining
Chen Yung-tai,$1.6 B,Taiwan,real estate,1931,85.0,Real Estate
Chen Zemin & family,$1.6 B,China,food,1931,78.0,Food & Beverage
Ryan Cohen,$1.6 B,Canada,investments,1931,35.0,Finance & Investments
Norbert Dentressangle,$1.6 B,France,"transport, logistics",1931,66.0,Logistics
Mohammed Dewji,$1.6 B,Tanzania,diversified,1931,45.0,Diversified
Ding Lieming & family,$1.6 B,China,pharmaceuticals,1931,57.0,Healthcare
Domenico Dolce,$1.6 B,Italy,luxury goods,1931,62.0,Fashion & Retail
Lisa Draexlmaier,$1.6 B,Germany,auto parts,1931,30.0,Automotive
Alfredo Egydio Arruda Villela Filho,$1.6 B,Brazil,banking,1931,51.0,Finance & Investments
Daniel Feffer,$1.6 B,Brazil,pulp and paper,1931,61.0,Manufacturing
Jorge Feffer,$1.6 B,Brazil,pulp and paper,1931,56.0,Manufacturing
Ruben Feffer,$1.6 B,Brazil,pulp and paper,1931,51.0,Manufacturing
Henrik Fisker,$1.6 B,United States,★,1931,57.0,Automotive
Miguel Fluxa Rossello,$1.6 B,Spain,hotels,1931,82.0,Service
Donald Foss,$1.6 B,United States,auto loans,1931,76.0,Automotive
Susumu Fujita,$1.6 B,Japan,internet media,1931,47.0,Media & Entertainment
Stefano Gabbana,$1.6 B,Italy,luxury goods,1931,58.0,Fashion & Retail
Alexandre Grendene Bartelle,$1.6 B,Brazil,shoes,1931,71.0,Fashion & Retail
Geeta Gupta-Fisker,$1.6 B,United Kingdom,★,1931,46.0,Automotive
Heikki Herlin,$1.6 B,Finland,"elevators, escalators",1931,34.0,Manufacturing
Asok Kumar Hiranandani,$1.6 B,Singapore,real estate,1931,66.0,Real Estate
Niranjan Hiranandani,$1.6 B,India,real estate,1931,71.0,Real Estate
Ho Hung Anh,$1.6 B,Vietnam,"consumer products, banking",1931,50.0,Finance & Investments
Huang Zhengcong,$1.6 B,Hong Kong,electronics,1931,54.0,Technology
"B. Wayne Hughes, Jr.",$1.6 B,United States,storage facilities,1931,60.0,Real Estate
Jiang Yintai & family,$1.6 B,China,auto parts,1931,70.0,Automotive
Michael Jordan,$1.6 B,United States,"Charlotte Hornets, endorsements",1931,58.0,Sports
Ke Guihua,$1.6 B,China,auto parts,1931,55.0,Manufacturing
Alexander Klyachin,$1.6 B,Russia,real estate,1931,53.0,Real Estate
William Koch,$1.6 B,United States,"oil, investments",1931,80.0,Energy
Sebastian Kulczyk,$1.6 B,Poland,diversified,1931,40.0,Finance & Investments
Robert Langer,$1.6 B,United States,biotech,1931,72.0,Healthcare
Manuel Lao Hernandez,$1.6 B,Spain,casinos,1931,76.0,Gambling & Casinos
Michael Lee-Chin,$1.6 B,Canada,mutual funds,1931,70.0,Finance & Investments
Li Li,$1.6 B,China,pharmaceuticals,1931,57.0,Healthcare
Li Zhen & family,$1.6 B,China,lithium batteries,1931,57.0,Manufacturing
Liang Yanfeng & family,$1.6 B,China,real estate,1931,56.0,Real Estate
Jenny Lindén Urnes,$1.6 B,Sweden,powdered metal,1931,50.0,Manufacturing
Liu Yingqi,$1.6 B,China,technology,1931,44.0,Technology
Catherine Lozick,$1.6 B,United States,valve manufacturing,1931,75.0,Manufacturing
Gary Magness,$1.6 B,United States,"cable TV, investments",1931,67.0,Media & Entertainment
Mao Lixiang & family,$1.6 B,China,cooking appliances,1931,80.0,Technology
David Mindus,$1.6 B,Sweden,real estate,1931,49.0,Real Estate
Massimo Moratti,$1.6 B,Italy,oil refinery,1931,75.0,Energy
Mario Moretti Polegato & family,$1.6 B,Italy,shoes,1931,68.0,Fashion & Retail
Ni Zugen,$1.6 B,China,appliances,1931,64.0,Manufacturing
Kentaro Ogawa,$1.6 B,Japan,restaurants,1931,72.0,Food & Beverage
Tomas Olivo Lopez,$1.6 B,Spain,shopping centers,1931,47.0,Real Estate
Rubens Ometto Silveira Mello,$1.6 B,Brazil,"sugar, ethanol",1931,71.0,Energy
Pan Gang,$1.6 B,China,dairy,1931,50.0,Food & Beverage
Ajay Parekh,$1.6 B,India,adhesives,1931,63.0,Manufacturing
David Paul,$1.6 B,United States,medical devices,1931,54.0,Healthcare
Nelson Peltz,$1.6 B,United States,investments,1931,78.0,Finance & Investments
Petro Poroshenko,$1.6 B,Ukraine,confectionery,1931,55.0,Food & Beverage
G. Rajendran,$1.6 B,India,jewellery,1931,78.0,Fashion & Retail
P.P. Reddy,$1.6 B,India,infrastructure,1931,63.0,Construction & Engineering
Francisco Jose Riberas Mera,$1.6 B,Spain,"steel, autoparts",1931,56.0,Manufacturing
Juan Maria Riberas Mera,$1.6 B,Spain,"steel, investments",1931,52.0,Metals & Mining
Subhash Runwal,$1.6 B,India,real estate,1931,77.0,Real Estate
Deniz Sahenk,$1.6 B,Turkey,diversified,1931,75.0,Diversified
Bhadresh Shah,$1.6 B,India,engineering,1931,69.0,Manufacturing
Shen Hua & family,$1.6 B,United States,semiconductors,1931,58.0,Technology
Barry Silbert,$1.6 B,United States,cryptocurrency,1931,44.0,Finance & Investments
Leonid Simanovsky,$1.6 B,Russia,investments,1931,71.0,Finance & Investments
